recipient_duns
33445755
80524976
141845862
146389622
109957238
109957238
197503212
197503212
109957238
146389622
841303022
73521101
82300443
82300443
128653581
128430050
80162830
78802251
78539671
197503212
798700183
798700183
859244204
859244204
877564625
788324911
788324911
788324911
788324911
788324911
130078152
788324911
12656430
58413741
114948735
794039193
829495584
78609168
63437629
602574902
829495584
796160521
137461633
157271578
159032288
134662993
159032288
604260369
146389622
133579693
966247327
859244204
804351802
362999976
362999976
187272018
362999976
556333680
113703586
969764203
362999976
362999976
362999976
603757266
196271410
156422128
789932837
79300001
362999976
80294737
789932837
968267992
789932837
115722279
141845862
362999976
80213401
796391451
185964371
185964371
99754889
962373663
938799491
962712738
789932837
185964371
14222033
796391451
131210028
111381989
785391694
938719747
8708794
188768915
199477105
58230637
111851445
8708794
969999783
967974481
81585929
969999783
780091781
33445755
80524976
141845862
956520274
197972177
146389622
109957238
197503212
841303022
73521101
82300443
128653581
929787992
964432418
80162830
79964369
197503212
798700183
798700183
859244204
956122402
360980275
877564625
12656430
788324911
788324911
788324911
788324911
142493332
788324911
788324911
130078152
788324911
829495584
63437629
602574902
796160521
157271578
141845862
159032288
134662993
159032288
604260369
28461106
8708794
804351802
362999976
187272018
362999976
556333680
113703586
969764203
791056059
362999976
362999976
362999976
79300001
362999976
80294737
54055734
362999976
362999976
90770967
8708794
8708794
800466992
185964371
932984719
938799491
962712738
789932837
185964371
14222033
796391451
111381989
785391694
938719747
787219179
188768915
199477105
795934988
58230637
111851445
8708794
969999783
967974481
81585929
969999783
80162830
193942604
624336582
780091781
780091781
33445755
114948735
141845862
841303022
8708794
197503212
82300443
128653581
15002723
795934988
614308455
614308455
8182003
798700183
859244204
11561851
877564625
12656430
788324911
788324911
788324911
142493332
130078152
788324911
788324911
85231350
829495584
602574902
112752006
159032288
134662993
604260369
610237955
804351802
362999976
187272018
362999976
556333680
113703586
969764203
362999976
362999976
362999976
79300001
5714132
196271410
362999976
90770967
8708794
185964371
156343340
938799491
789932837
185964371
796391451
111381989
785391694
938719747
787219179
188768915
58230637
111851445
8708794
969999783
199477105
81585929
969999783
604260369
780091781
780091781
33445755
114948735
141845862
82300443
167960199
796391451
795934988
69441701
47152694
798700183
877564625
809786007
788324911
788324911
788324911
788324911
130078152
788324911
78419413
829495584
602574902
610237955
804351802
362999976
187272018
362999976
556333680
113703586
969764203
362999976
362999976
79300001
5714132
5714132
8182003
362999976
156343340
938799491
789932837
111381989
785391694
938719747
787219179
58230637
111851445
8708794
969999783
969999783
604260369
624336582
780091781
82971578
141845862
146389622
176018810
841303022
14222033
362999976
614308455
830389404
34987663
607698888
798700183
798700183
877564625
788324911
788324911
788324911
788324911
788324911
130078152
788324911
829495584
112752006
143862725
804351802
362999976
362999976
556333680
113703586
969764203
362999976
362999976
79300001
5714132
8182003
79269078
78770325
789932837
156343340
938799491
789932837
111381989
785391694
938719747
787219179
58230637
111851445
8708794
969999783
81585929
73269615
624336582
780091781
33445755
114948735
141845862
176018810
176018810
73521101
167960199
795934988
798700183
8698862
134392377
809786007
788324911
788324911
130078152
58413741
829495584
964432418
141845862
143862725
877564625
804351802
362999976
113703586
969764203
791056059
5714132
957721822
807008276
610798162
115722279
8182003
79269078
938799491
111381989
785391694
938719747
787219179
111851445
969999783
81585929
48418730
780091781
58603296
33445755
114948735
141845862
176018810
8708794
82300443
167960199
15002723
58230637
614308455
830389404
94634966
798700183
798700183
877564625
809786007
788324911
130078152
829495584
141845862
804351802
362999976
113703586
969764203
791056059
43227326
5714132
621631196
10150766
79269078
156343340
789932837
111381989
785391694
787219179
58230637
969999783
780091781
33445755
141845862
176018810
176018810
15002723
185964371
796391451
145407818
793526463
94634966
877564625
809786007
788324911
788324911
130078152
829495584
964432418
804351802
556333680
113703586
791056059
11451734
829695084
79269078
789932837
111381989
785391694
938719747
58230637
111851445
969999783
780091781
33445755
141845862
601293962
176018810
82300443
82300443
167960199
15002723
830389404
830389404
798700183
809786007
788324911
130078152
829495584
141845862
143862725
804351802
556333680
79269078
111381989
785391694
938719747
787219179
58230637
618930213
780091781
46657412
33445755
82971578
141845862
176018810
82300443
82300443
15002723
362999976
78539671
117071386
809786007
788324911
130078152
829495584
968854997
804351802
556333680
791056059
5611140
111381989
785391694
938719747
787219179
188768915
969999783
618930213
780091781
33445755
141845862
931217868
176018810
883504854
82300443
82300443
167960199
929787992
15002723
830389404
830389404
78539671
798700183
117071386
877564625
809786007
788324911
788324911
130078152
829495584
804351802
556333680
111381989
785391694
938719747
115722279
787219179
188768915
780091781
19808120
33445755
141845862
176018810
176018810
82300443
82300443
167960199
929787992
15002723
94634966
798700183
117071386
877564625
809786007
788324911
788324911
130078152
78419413
829495584
804351802
556333680
791056059
932096969
111381989
785391694
938719747
115722279
787219179
19808120
33445755
141845862
176018810
82300443
82300443
167960199
929787992
796391451
117071386
809786007
788324911
804351802
556333680
957721822
111381989
785391694
938719747
58230637
19808120
33445755
141845862
176018810
146389622
82300443
82300443
167960199
929787992
798700183
11561851
809786007
788324911
804351802
556333680
152110826
111381989
787219179
19808120
33445755
141845862
82300443
82300443
809786007
788324911
141845862
804351802
556333680
152110826
166665245
111381989
19808120
33445755
867796989
82300443
82300443
929787992
145407818
798700183
809786007
610974201
804351802
556333680
152110826
787219179
19808120
33445755
141845862
82300443
82300443
167960199
